audio_path,audio_filename,subtitle,text_for_tts
\voice\battery\half_distance_good_battery,4.wav,meta' gara dovremmo avere abbastanza energia per finire,meta' gara dovremmo avere abbastanza energia per finire
\voice\battery\half_distance_low_battery,1.wav,meta' gara a questo ritmo non arriviamo alla fine con questa carica,meta' gara a questo ritmo non arriviamo alla fine con questa carica
\voice\battery\half_distance_low_battery,2.wav,meta' gara non abbiamo abbastanza energia per arrivare alla fine,meta' gara non abbiamo abbastanza energia per arrivare alla fine
\voice\battery\half_distance_low_battery,3.wav,meta' gara non abbiamo abbastanza energia per finire,meta' gara non abbiamo abbastanza energia per finire
\voice\battery\half_distance_low_battery,4.wav,meta' gara finiremo la batteria prima della fine,meta' gara finiremo la batteria prima della fine
\voice\battery\increase_battery_use_easily_make_end,1.wav,puoi aumentare l'uso batteria abbiamo molta energia per arrivare alla fine,puoi aumentare l'uso batteria abbiamo molta energia per arrivare alla fine
\voice\battery\increase_battery_use_easily_make_end,2.wav,abbiamo molta batteria per finire puoi aumentare il consumo energia,abbiamo molta batteria per finire puoi aumentare il consumo energia
\voice\battery\increase_battery_use_easily_make_end,3.wav,aumenta il consumo energia abbiamo molta energia da spendere arriviamo alla fine,aumenta il consumo energia abbiamo molta energia da spendere arriviamo alla fine
\voice\battery\increase_battery_use_easily_make_half_distance,1.wav,puoi aumentare il consumo energia ne abbiamo piu' del necessario per meta' gara,puoi aumentare il consumo energia ne abbiamo piu' del necessario per meta' gara
\voice\battery\increase_battery_use_easily_make_half_distance,2.wav,abbiamo piu' che abbastanza energia per meta' gara puoi aumentare il consumo,abbiamo piu' che abbastanza energia per meta' gara puoi aumentare il consumo
\voice\battery\increase_battery_use_easily_make_half_distance,3.wav,aumenta il consumo batteria abbiamo piu' che abbastanza per meta' gara,aumenta il consumo batteria abbiamo piu' che abbastanza per meta' gara
\voice\battery\laps,1.wav,giri,giri
\voice\battery\laps,2.wav,giri,giri
\voice\battery\laps,3.wav,giri,giri
\voice\battery\laps,4.wav,giri,giri
\voice\battery\laps_remaining,1.wav,giri di energia rimasti,giri di energia rimasti
\voice\battery\laps_remaining,2.wav,giri di carica rimasti,giri di carica rimasti
\voice\battery\laps_remaining,3.wav,giri rimasti nella batteria,giri rimasti nella batteria
\voice\battery\low_battery,1.wav,siamo bassi di carica,siamo bassi di carica
\voice\battery\low_battery,2.wav,il livello batteria e' basso,il livello batteria e' basso
\voice\battery\low_battery,3.wav,il livello batteria e' piuttosto basso ora,il livello batteria e' piuttosto basso ora
\voice\battery\minutes,1.wav,minuti,minuti
\voice\battery\minutes,2.wav,minuti,minuti
\voice\battery\minutes,3.wav,minuti,minuti
\voice\battery\minutes,4.wav,minuti,minuti
\voice\battery\minutes_remaining,1.wav,minuti di carica rimasti,minuti di carica rimasti
\voice\battery\minutes_remaining,2.wav,minuti di energia rimasti,minuti di energia rimasti
\voice\battery\minutes_remaining,3.wav,minuti rimasti nella batteria,minuti rimasti nella batteria
\voice\battery\on_last_lap_you_used,1.wav,nell'ultimo giro hai usato,nell'ultimo giro hai usato
\voice\battery\on_last_lap_you_used,2.wav,nel tuo ultimo giro hai usato,nel tuo ultimo giro hai usato
\voice\battery\on_last_lap_you_used,3.wav,nell'ultimo giro hai usato,nell'ultimo giro hai usato
\voice\battery\one_lap_battery,1.wav,un giro di batteria rimasto,un giro di batteria rimasto
\voice\battery\one_lap_battery,2.wav,un giro rimasto con la carica attuale,un giro rimasto con la carica attuale
\voice\battery\one_lap_battery,3.wav,c'e' un giro rimasto nella batteria,c'e' un giro rimasto nella batteria
\voice\battery\percent,1.wav,percento,percento
\voice\battery\percent,2.wav,percento,percento
\voice\battery\percent,3.wav,percento,percento
\voice\battery\percent_of_your_battery,1.wav,percento della tua batteria,percento della tua batteria
\voice\battery\percent_of_your_battery,2.wav,percento della tua energia,percento della tua energia
\voice\battery\percent_of_your_battery,3.wav,percento della batteria rimanente,percento della batteria rimanente
\voice\battery\percent_of_your_battery,4.wav,percento della tua batteria,percento della tua batteria
\voice\battery\percent_per_lap,1.wav,percento per giro,percento per giro
\voice\battery\percent_per_lap,2.wav,percento per giro,percento per giro
\voice\battery\percent_per_lap,3.wav,percento per giro,percento per giro
\voice\battery\percent_remaining,1.wav,percento di carica rimanente,percento di carica rimanente
\voice\battery\percent_remaining,2.wav,percento rimanente,percento rimanente
\voice\battery\percent_remaining,3.wav,percento batteria rimanente,percento batteria rimanente
\voice\battery\percent_remaining,4.wav,percento batteria rimanente,percento batteria rimanente
\voice\battery\plenty_of_battery,1.wav,batteria abbondante,batteria abbondante
\voice\battery\plenty_of_battery,2.wav,la batteria ha molta carica,la batteria ha molta carica
\voice\battery\plenty_of_battery,3.wav,hai molta energia in batteria,hai molta energia in batteria
\voice\battery\plenty_of_battery,4.wav,hai tantissima energia,hai tantissima energia
\voice\battery\plenty_of_battery,5.wav,batteria abbondante,batteria abbondante
\voice\battery\reduce_battery_use_to_make_end,1.wav,devi ridurre il consumo batteria se vuoi arrivare alla fine,devi ridurre il consumo batteria se vuoi arrivare alla fine
\voice\battery\reduce_battery_use_to_make_end,2.wav,non arriverai alla fine se non riduci il consumo batteria,non arriverai alla fine se non riduci il consumo batteria
\voice\battery\reduce_battery_use_to_make_end,3.wav,devi ridurre il consumo batteria per arrivare alla fine della gara,devi ridurre il consumo batteria per arrivare alla fine della gara
\voice\battery\reduce_battery_use_to_make_half_distance,1.wav,devi ridurre il consumo batteria per arrivare a meta' gara,devi ridurre il consumo batteria per arrivare a meta' gara
\voice\battery\reduce_battery_use_to_make_half_distance,2.wav,devi ridurre il consumo batteria se vuoi arrivare a meta' gara,devi ridurre il consumo batteria se vuoi arrivare a meta' gara
\voice\battery\reduce_battery_use_to_make_half_distance,3.wav,devi ridurre il consumo batteria per arrivare al punto di meta',devi ridurre il consumo batteria per arrivare al punto di meta'
\voice\battery\ten_minutes_battery,1.wav,ci sono circa dieci minuti di batteria rimasti,ci sono circa dieci minuti di batteria rimasti
\voice\battery\ten_minutes_battery,2.wav,la batteria finira' tra circa dieci minuti,la batteria finira' tra circa dieci minuti
\voice\battery\ten_minutes_battery,3.wav,abbiamo circa dieci minuti di carica rimasti,abbiamo circa dieci minuti di carica rimasti
\voice\battery\three_laps_battery,1.wav,abbiamo potenza per altri tre giri,abbiamo potenza per altri tre giri
\voice\battery\three_laps_battery,2.wav,pensiamo che la batteria finira' tra tre giri,pensiamo che la batteria finira' tra tre giri
\voice\battery\three_laps_battery,3.wav,abbiamo circa tre giri di batteria rimasti,abbiamo circa tre giri di batteria rimasti
\voice\battery\two_laps_battery,1.wav,pensiamo circa due giri rimasti nella batteria,pensiamo circa due giri rimasti nella batteria
\voice\battery\two_laps_battery,2.wav,abbiamo potenza per due giri adesso,abbiamo potenza per due giri adesso
\voice\battery\two_laps_battery,3.wav,due giri rimasti nella batteria,due giri rimasti nella batteria
\voice\battery\two_minutes_battery,1.wav,abbiamo carica per altri due minuti,abbiamo carica per altri due minuti
\voice\battery\two_minutes_battery,2.wav,la batteria finira' tra due minuti,la batteria finira' tra due minuti
\voice\battery\two_minutes_battery,3.wav,abbiamo due minuti rimasti nella batteria,abbiamo due minuti rimasti nella batteria
\voice\battery\we_estimate,1.wav,stimiamo,stimiamo
\voice\battery\we_estimate,2.wav,pensiamo circa,pensiamo circa
\voice\battery\we_estimate,3.wav,stimiamo,stimiamo
\voice\battery\we_estimate,4.wav,sembra che,sembra che
\voice\battery\we_will_get_another,1.wav,avremo circa,avremo circa
\voice\battery\we_will_get_another,2.wav,abbiamo per altri,abbiamo per altri
\voice\battery\we_will_get_another,3.wav,avremo circa,avremo circa
\voice\battery\we_will_get_another,4.wav,abbiamo per altri,abbiamo per altri
\voice\battery\wont_make_end_without_pitstop,1.wav,non abbiamo abbastanza energia per arrivare alla fine dovremo fermarci,non abbiamo abbastanza energia per arrivare alla fine dovremo fermarci
\voice\battery\wont_make_end_without_pitstop,2.wav,non abbiamo abbastanza batteria per finire la gara dovremo fermarci,non abbiamo abbastanza batteria per finire la gara dovremo fermarci
\voice\battery\wont_make_end_without_pitstop,3.wav,dovremo fermarci prima della fine non abbiamo abbastanza energia,dovremo fermarci prima della fine non abbiamo abbastanza energia
\voice\battery\wont_make_half_distance_without_pitstop,1.wav,non arriviamo a meta' gara senza un pit stop,non arriviamo a meta' gara senza un pit stop
\voice\battery\wont_make_half_distance_without_pitstop,2.wav,non abbiamo abbastanza energia per meta' gara dovremo fermarci,non abbiamo abbastanza energia per meta' gara dovremo fermarci
\voice\battery\wont_make_half_distance_without_pitstop,3.wav,non hai abbastanza energia per arrivare a meta' dovremo fermarci,non hai abbastanza energia per arrivare a meta' dovremo fermarci
\voice\codriver\acknowledge_end_recce,1.wav,ok abbiamo finito la nostra ricognizione,ok abbiamo finito la nostra ricognizione
\voice\codriver\acknowledge_end_recce,2.wav,ok abbiamo finito la nostra ricognizione,ok abbiamo finito la nostra ricognizione
\voice\codriver\acknowledge_end_recce,3.wav,ok abbiamo finito la nostra ricognizione,ok abbiamo finito la nostra ricognizione
\voice\codriver\acknowledge_start_recce,1.wav,ok iniziamo la nostra ricognizione,ok iniziamo la nostra ricognizione
\voice\codriver\acknowledge_start_recce,2.wav,ok iniziamo la nostra ricognizione,ok iniziamo la nostra ricognizione
\voice\codriver\acknowledge_start_recce,3.wav,ok iniziamo la nostra ricognizione,ok iniziamo la nostra ricognizione
\voice\codriver\cmp_into_corner_1_left,5.wav,in uno sinistra,in uno sinistra
\voice\codriver\cmp_into_corner_1_left,6.wav,in uno sinistra,in uno sinistra
\voice\codriver\cmp_into_corner_1_left,7.wav,in uno sinistra,in uno sinistra
\voice\codriver\cmp_into_corner_1_left,8.wav,in uno sinistra,in uno sinistra
\voice\codriver\cmp_into_corner_1_left_descriptive,1.wav,in tornante sinistra,in tornante sinistra
\voice\codriver\cmp_into_corner_1_left_descriptive,2.wav,in tornante sinistra,in tornante sinistra
\voice\codriver\cmp_into_corner_1_left_descriptive,3.wav,in tornante sinistra,in tornante sinistra
\voice\codriver\cmp_into_corner_1_left_descriptive,4.wav,in tornante sinistra,in tornante sinistra
\voice\codriver\cmp_into_corner_1_left_descriptive_rushed,5.wav,in tornante sinistra,in tornante sinistra
\voice\codriver\cmp_into_corner_1_left_descriptive_rushed,6.wav,in tornante sinistra,in tornante sinistra
\voice\codriver\cmp_into_corner_1_left_descriptive_rushed,7.wav,in tornante sinistra,in tornante sinistra
\voice\codriver\cmp_into_corner_1_left_descriptive_rushed,8.wav,in tornante sinistra,in tornante sinistra
\voice\codriver\cmp_into_corner_1_left_rushed,10.wav,in uno sinistra,in uno sinistra
\voice\codriver\cmp_into_corner_1_left_rushed,11.wav,in uno sinistra,in uno sinistra
\voice\codriver\cmp_into_corner_1_left_rushed,12.wav,in uno sinistra,in uno sinistra
\voice\codriver\cmp_into_corner_1_left_rushed,9.wav,in uno sinistra,in uno sinistra
\voice\codriver\cmp_into_corner_1_right,17.wav,in uno destra,in uno destra
\voice\codriver\cmp_into_corner_1_right,18.wav,in uno destra,in uno destra
\voice\codriver\cmp_into_corner_1_right,19.wav,in uno destra,in uno destra
\voice\codriver\cmp_into_corner_1_right,20.wav,in uno destra,in uno destra
\voice\codriver\cmp_into_corner_1_right_descriptive,10.wav,in tornante destra,in tornante destra
\voice\codriver\cmp_into_corner_1_right_descriptive,11.wav,in tornante destra,in tornante destra
\voice\codriver\cmp_into_corner_1_right_descriptive,12.wav,in tornante destra,in tornante destra
\voice\codriver\cmp_into_corner_1_right_descriptive,9.wav,in tornante destra,in tornante destra
\voice\codriver\cmp_into_corner_1_right_descriptive_rushed,13.wav,in tornante destra,in tornante destra
\voice\codriver\cmp_into_corner_1_right_descriptive_rushed,14.wav,in tornante destra,in tornante destra
\voice\codriver\cmp_into_corner_1_right_descriptive_rushed,15.wav,in tornante destra,in tornante destra
\voice\codriver\cmp_into_corner_1_right_descriptive_rushed,16.wav,in tornante destra,in tornante destra
\voice\codriver\cmp_into_corner_1_right_rushed,21.wav,in uno destra,in uno destra
\voice\codriver\cmp_into_corner_1_right_rushed,22.wav,in uno destra,in uno destra
\voice\codriver\cmp_into_corner_1_right_rushed,23.wav,in uno destra,in uno destra
\voice\codriver\cmp_into_corner_1_right_rushed,24.wav,in uno destra,in uno destra
\voice\codriver\cmp_into_corner_2_left,29.wav,in due sinistra,in due sinistra
\voice\codriver\cmp_into_corner_2_left,30.wav,in due sinistra,in due sinistra
\voice\codriver\cmp_into_corner_2_left,31.wav,in due sinistra,in due sinistra
\voice\codriver\cmp_into_corner_2_left,32.wav,in due sinistra,in due sinistra
\voice\codriver\cmp_into_corner_2_left_descriptive,17.wav,in lenta sinistra,in lenta sinistra
\voice\codriver\cmp_into_corner_2_left_descriptive,18.wav,in lenta sinistra,in lenta sinistra
\voice\codriver\cmp_into_corner_2_left_descriptive,19.wav,in lenta sinistra,in lenta sinistra
\voice\codriver\cmp_into_corner_2_left_descriptive,20.wav,in lenta sinistra,in lenta sinistra
\voice\codriver\cmp_into_corner_2_left_descriptive_rushed,21.wav,in lenta sinistra,in lenta sinistra
\voice\codriver\cmp_into_corner_2_left_descriptive_rushed,22.wav,in lenta sinistra,in lenta sinistra
\voice\codriver\cmp_into_corner_2_left_descriptive_rushed,23.wav,in lenta sinistra,in lenta sinistra
\voice\codriver\cmp_into_corner_2_left_descriptive_rushed,24.wav,in lenta sinistra,in lenta sinistra
\voice\codriver\cmp_into_corner_2_left_rushed,33.wav,in due sinistra,in due sinistra
\voice\codriver\cmp_into_corner_2_left_rushed,34.wav,in due sinistra,in due sinistra
\voice\codriver\cmp_into_corner_2_left_rushed,35.wav,in due sinistra,in due sinistra
\voice\codriver\cmp_into_corner_2_left_rushed,36.wav,in due sinistra,in due sinistra
\voice\codriver\cmp_into_corner_2_right,5.wav,in due destra,in due destra
\voice\codriver\cmp_into_corner_2_right,6.wav,in due destra,in due destra
