audio_path,audio_filename,subtitle,text_for_tts
\voice\lmu\night_stint,1.wav,"si sta facendo buio, accendi i fari","si sta facendo buio, accendi i fari"
\voice\lmu\night_stint,2.wav,"stint notturno, attenzione alla visibilità ridotta","stint notturno, attenzione alla visibilità ridotta"
\voice\lmu\night_stint,3.wav,"occhio alle zone d'ombra, frena con anticipo","occhio alle zone d'ombra, frena con anticipo"
\voice\lmu\night_stint,4.wav,"la pista è più fredda di notte, le gomme faticano","la pista è più fredda di notte, le gomme faticano"
\voice\lmu\night_stint,5.wav,"sta albeggiando, la visibilità migliora","sta albeggiando, la visibilità migliora"
\voice\lmu\night_stint,6.wav,"attenzione ai fari delle altre macchine, non farti abbagliare","attenzione ai fari delle altre macchine, non farti abbagliare"
\voice\lmu\night_stint,7.wav,"stint notturno quasi finito, tieni duro","stint notturno quasi finito, tieni duro"
\voice\lmu\weather,1.wav,"prime gocce di pioggia, potrebbe peggiorare","prime gocce di pioggia, potrebbe peggiorare"
\voice\lmu\weather,2.wav,"pioggia in aumento, valuta la sosta per le rain","pioggia in aumento, valuta la sosta per le rein"
\voice\lmu\weather,3.wav,"la pista si asciuga, prepariamoci a passare alle slick","la pista si asciuga, prepariamoci a passare alle slik"
\voice\lmu\weather,4.wav,"zone bagnate in curva, attenzione ai cordoli","zone bagnate in curva, attenzione ai cordoli"
\voice\lmu\weather,5.wav,"pista mista, bagnato e asciutto, vai piano nelle zone umide","pista mista, bagnato e asciutto, vai piano nelle zone umide"
\voice\lmu\weather,6.wav,"il radar dice pioggia fra dieci minuti, prepariamoci","il radar dice pioggia fra dieci minuti, prepariamoci"
\voice\lmu\weather,7.wav,"la pioggia sta smettendo, ancora qualche giro e asciuga","la pioggia sta smettendo, ancora qualche giro e asciuga"
\voice\lmu\energy_management,1.wav,usa il deploy in uscita di curva,usa il diploi in uscita di curva
\voice\lmu\energy_management,2.wav,"risparmia energia in questo tratto, ricarica la batteria","risparmia energia in questo tratto, ricarica la batteria"
\voice\lmu\energy_management,3.wav,"deploy disponibile, usalo nel rettilineo principale","diploi disponibile, usalo nel rettilineo principale"
\voice\lmu\energy_management,4.wav,"batteria bassa, vai in modalità ricarica per un giro","batteria bassa, vai in modalità ricarica per un giro"
\voice\lmu\energy_management,5.wav,"energia piena, puoi spingere col deploy","energia piena, puoi spingere col diploi"
\voice\lmu\energy_management,6.wav,"gestisci l'ibrido, non sprecare energia nelle curve lente","gestisci l'ibrido, non sprecare energia nelle curve lente"
\voice\lmu\energy_management,7.wav,"ottimo recupero energetico in frenata, continua così","ottimo recupero energetico in frenata, continua così"
\voice\sweary_messages\bad_start,1.wav,"accidenti, che partenza orribile!","accidenti, che partenza orribile!"
\voice\sweary_messages\bad_start,2.wav,ma che cavolo di partenza è stata?,ma che cavolo di partenza è stata?
\voice\sweary_messages\bad_start,3.wav,"mannaggia, partenza da dimenticare","mannaggia, partenza da dimenticare"
\voice\sweary_messages\bad_start,4.wav,"porco giuda, che disastro alla partenza","porco giuda, che disastro alla partenza"
\voice\sweary_messages\bad_start,5.wav,"dai cavolo, dovevi fare meglio!","dai cavolo, dovevi fare meglio!"
\voice\sweary_messages\good_start,1.wav,"accidenti che partenza, grande!","accidenti che partenza, grande!"
\voice\sweary_messages\good_start,2.wav,"caspita, che razzo alla partenza!","caspita, che razzo alla partenza!"
\voice\sweary_messages\good_start,3.wav,"porca miseria, che partenza fantastica!","porca miseria, che partenza fantastica!"
\voice\sweary_messages\good_start,4.wav,"cavolo, li hai bruciati tutti!","cavolo, li hai bruciati tutti!"
\voice\sweary_messages\good_start,5.wav,"madonna che partenza, sei un fenomeno!","madonna che partenza, sei un fenomeno!"
\voice\sweary_messages\after_crash,1.wav,che macello! ma dove andavi?,che macello! ma dove andavi?
\voice\sweary_messages\after_crash,2.wav,"mannaggia la miseria, che botta!","mannaggia la miseria, che botta!"
\voice\sweary_messages\after_crash,3.wav,"porco giuda, che incidente!","porco giuda, che incidente!"
\voice\sweary_messages\after_crash,4.wav,accidenti! vedi se la macchina va ancora,accidenti! vedi se la macchina va ancora
\voice\sweary_messages\after_crash,5.wav,"cavolo, che botto! tutto a posto?","cavolo, che botto! tutto a posto?"
\voice\sweary_messages\after_crash,6.wav,"porca vacca, che disastro!","porca vacca, che disastro!"
\voice\sweary_messages\lost_position,1.wav,"accidenti, ti ha passato! reagisci!","accidenti, ti ha passato! reagisci!"
\voice\sweary_messages\lost_position,2.wav,"mannaggia, posizione persa! dai, riprendilo!","mannaggia, posizione persa! dai, riprendilo!"
\voice\sweary_messages\lost_position,3.wav,ma dove va questo? ti ha fregato la posizione!,ma dove va questo? ti ha fregato la posizione!
\voice\sweary_messages\lost_position,4.wav,"cavolo, ti sei fatto passare! sveglia!","cavolo, ti sei fatto passare! sveglia!"
\voice\sweary_messages\lost_position,5.wav,"porco giuda, ti ha superato! muoviti!","porco giuda, ti ha superato! muoviti!"
\voice\sweary_messages\gained_position,1.wav,"dai cavolo, lo hai fregato! grande!","dai cavolo, lo hai fregato! grande!"
\voice\sweary_messages\gained_position,2.wav,"porca miseria, che sorpasso! fantastico!","porca miseria, che sorpasso! fantastico!"
\voice\sweary_messages\gained_position,3.wav,"accidenti, che manovra! bravo!","accidenti, che manovra! bravo!"
\voice\sweary_messages\gained_position,4.wav,"caspita, che sorpasso da paura!","caspita, che sorpasso da paura!"
\voice\sweary_messages\race_win,1.wav,"porca miseria, abbiamo vinto! grande!","porca miseria, abbiamo vinto! grande!"
\voice\sweary_messages\race_win,2.wav,mannaggia che emozione! vittoria! sei un mito!,mannaggia che emozione! vittoria! sei un mito!
\voice\sweary_messages\race_win,3.wav,"cavolo, ce l'abbiamo fatta! che gara!","cavolo, ce l'abbiamo fatta! che gara!"
\voice\sweary_messages\race_win,4.wav,"porco giuda, che gara incredibile! primo!","porco giuda, che gara incredibile! primo!"
\voice\sweary_messages\race_win,5.wav,"accidenti, che vittoria pazzesca! sei un fenomeno!","accidenti, che vittoria pazzesca! sei un fenomeno!"
\voice\damage_reporting\damage,1.wav,abbiamo dei danni,abbiamo dei danni
\voice\damage_reporting\damage,2.wav,la macchina ha dei danni,la macchina ha dei danni
\voice\damage_reporting\damage,3.wav,abbiamo preso un colpo ci sono danni,abbiamo preso un colpo ci sono danni
\voice\damage_reporting\damage,4.wav,la macchina e' danneggiata,la macchina e' danneggiata
\voice\damage_reporting\wheel_damage,1.wav,hai un danno alla ruota,hai un danno alla ruota
\voice\damage_reporting\wheel_damage,2.wav,una ruota e' danneggiata,una ruota e' danneggiata
\voice\damage_reporting\wheel_damage,3.wav,c'e' un problema con una ruota,c'e' un problema con una ruota
\voice\flags\virtual_safety_car,1.wav,virtual safety car stai attento,virtual safety car stai attento
\voice\flags\virtual_safety_car,2.wav,virtual safety car attiva rallenta,virtual safety car attiva rallenta
\voice\flags\virtual_safety_car,3.wav,VSC attiva rispetta il limite di velocita',VSC attiva rispetta il limite di velocita'
\voice\flags\virtual_safety_car_phase_over,1.wav,virtual safety car finita via libera,virtual safety car finita via libera
\voice\flags\virtual_safety_car_phase_over,2.wav,VSC finita si riparte,VSC finita si riparte
\voice\flags\virtual_safety_car_phase_over,3.wav,fine della virtual safety car andiamo,fine della virtual safety car andiamo
\voice\flags\virtual_safety_car_speed,1.wav,resta sotto la velocita' della virtual safety car,resta sotto la velocita' della virtual safety car
\voice\flags\virtual_safety_car_speed,2.wav,attenzione al limite VSC,attenzione al limite VSC
\voice\flags\stay_below_vsc_speed,1.wav,resta sotto la velocita' VSC,resta sotto la velocita' VSC
\voice\flags\stay_below_vsc_speed,2.wav,rallenta sei sopra il limite VSC,rallenta sei sopra il limite VSC
\voice\fuel\not_enough_laps_for_average,1.wav,non abbiamo abbastanza giri per calcolare la media carburante,non abbiamo abbastanza giri per calcolare la media carburante
\voice\fuel\not_enough_laps_for_average,2.wav,servono piu' giri per stimare il consumo,servono piu' giri per stimare il consumo
\voice\lap_counter\race_starts_in,1.wav,la gara inizia tra,la gara inizia tra
\voice\lap_counter\race_starts_in,2.wav,partenza tra,partenza tra
\voice\lap_counter\race_starts_in,3.wav,si parte tra,si parte tra
\voice\mandatory_pit_stops\no_pit_timings_unreliable_fuel_estimates,1.wav,le stime carburante non sono affidabili senza tempi pit,le stime carburante non sono affidabili senza tempi pit
\voice\mandatory_pit_stops\no_pit_timings_unreliable_fuel_estimates,2.wav,senza cronometro pit le stime carburante sono approssimative,senza cronometro pit le stime carburante sono approssimative
\voice\mandatory_pit_stops\no_pit_timings_unreliable_position_estimates,1.wav,le stime di posizione non sono affidabili senza tempi pit,le stime di posizione non sono affidabili senza tempi pit
\voice\mandatory_pit_stops\no_pit_timings_unreliable_position_estimates,2.wav,senza cronometro pit le stime posizione sono approssimative,senza cronometro pit le stime posizione sono approssimative
\voice\multiclass\lmdh,1.wav,LMDh,elleemmedieacca
\voice\multiclass\lmdh,2.wav,LMDh,elleemmedieacca
\voice\multiclass\lmdh_runners,1.wav,macchine LMDh,macchine elleemmedieacca
\voice\multiclass\lmdh_runners,2.wav,piloti LMDh,piloti elleemmedieacca
\voice\multiclass\gtp,1.wav,GTP,gitipi'
\voice\multiclass\gtp,2.wav,GTP,gitipi'
\voice\multiclass\gtp_runners,1.wav,macchine GTP,macchine gitipi'
\voice\multiclass\gtp_runners,2.wav,piloti GTP,piloti gitipi'
\voice\penalties\disqualified_no_headlights,1.wav,siamo stati squalificati per guida senza fari,siamo stati squalificati per guida senza fari
\voice\penalties\disqualified_no_headlights,2.wav,squalificati senza fari accesi,squalificati senza fari accesi
\voice\penalties\slow_down_penalty_clear,1.wav,penalita' di rallentamento scontata,penalita' di rallentamento scontata
\voice\penalties\slow_down_penalty_clear,2.wav,ok penalita' scontata,ok penalita' scontata
\voice\penalties\vsc_violation_penalty,1.wav,penalita' per violazione virtual safety car,penalita' per violazione virtual safety car
\voice\penalties\vsc_violation_penalty,2.wav,abbiamo preso una penalita' per violazione VSC,abbiamo preso una penalita' per violazione VSC
\voice\penalties\warning_headlights_required_when_raining,1.wav,piove i fari sono obbligatori accendili,piove i fari sono obbligatori accendili
\voice\penalties\warning_headlights_required_when_raining,2.wav,devi accendere i fari con la pioggia,devi accendere i fari con la pioggia
\voice\position\p,1.wav,P,pi
\voice\rejoining\rejoin_clear,1.wav,puoi rientrare in pista e' libero,puoi rientrare in pista e' libero
\voice\rejoining\rejoin_clear,2.wav,via libera rientra in pista,via libera rientra in pista
\voice\rejoining\rejoin_clear,3.wav,pista libera rientra,pista libera rientra
\voice\rejoining\rejoin_wait,1.wav,aspetta non rientrare ci sono macchine in arrivo,aspetta non rientrare ci sono macchine in arrivo
\voice\rejoining\rejoin_wait,2.wav,fermo aspetta che passino,fermo aspetta che passino
\voice\rejoining\rejoin_wait,3.wav,attenzione traffico in arrivo aspetta,attenzione traffico in arrivo aspetta
\voice\timings\car_behind_is_lapping_us,1.wav,la macchina dietro ci sta doppiando lasciala passare,la macchina dietro ci sta doppiando lasciala passare
\voice\timings\car_behind_is_lapping_us,2.wav,ci stanno doppiando fai passare,ci stanno doppiando fai passare
\voice\timings\car_behind_is_unlapping_itself,1.wav,la macchina dietro si sta sdoppiando,la macchina dietro si sta sdoppiando
\voice\timings\car_behind_is_unlapping_itself,2.wav,si sta sdoppiando lasciala andare,si sta sdoppiando lasciala andare
