audio_path,audio_filename,subtitle,text_for_tts
\voice\multiclass\faster_car_behind_racing_player_is_class_leader,4_male.wav,"macchina veloce in avvicinamento, stesso giro, leader di classe, nessuna bandiera blu","macchina veloce in avvicinamento, stesso giro, leader di classe, nessuna bandiera blu"
\voice\multiclass\gt300,37.wav,gitiTrecento,gitiTrecento
\voice\multiclass\gt300,38.wav,gitiTrecento,gitiTrecento
\voice\multiclass\gt300,39.wav,gitiTrecento,gitiTrecento
\voice\multiclass\gt500,34.wav,gitiCinquecento,gitiCinquecento
\voice\multiclass\gt500,35.wav,gitiCinquecento,gitiCinquecento
\voice\multiclass\gt500,36.wav,gitiCinquecento,gitiCinquecento
\voice\multiclass\gtc,19.wav,giticì,giticì
\voice\multiclass\gtc,20.wav,giticì,giticì
\voice\multiclass\gtc,21.wav,giticì,giticì
\voice\multiclass\gtc_runners,13.wav,piloti giticì,piloti giticì
\voice\multiclass\gtc_runners,14.wav,macchine classe giticì,macchine classe giticì
\voice\multiclass\gtc_runners,15.wav,macchine giticì,macchine giticì
\voice\multiclass\gte,16.wav,gitiè,gitiè
\voice\multiclass\gte,17.wav,gitiè,gitiè
\voice\multiclass\gte,18.wav,gitiè,gitiè
\voice\multiclass\gte_runners,16.wav,piloti gitiè,piloti gitiè
\voice\multiclass\gte_runners,17.wav,macchine gitiè,macchine gitiè
\voice\multiclass\gte_runners,18.wav,macchine classe gitiè,macchine classe gitiè
\voice\multiclass\slower_car_ahead_racing_player,1_male.wav,"macchina lenta davanti, gareggiamo per posizione, niente bandiera blu","macchina lenta davanti, gareggiamo per posizione, niente bandiera blu"
\voice\multiclass\slower_car_ahead_racing_player,2_male.wav,"macchina lenta davanti, gareggia con noi per posizione, niente bandiera blu","macchina lenta davanti, gareggia con noi per posizione, niente bandiera blu"
\voice\multiclass\slower_car_ahead_racing_player,3.wav,"macchina lenta davanti, si gareggia per posizione, niente bandiera blu","macchina lenta davanti, si gareggia per posizione, niente bandiera blu"
\voice\multiclass\slower_car_ahead_racing_player,3_male.wav,"macchina lenta davanti, gareggia con noi per posizione, niente bandiera blu","macchina lenta davanti, gareggia con noi per posizione, niente bandiera blu"
\voice\multiclass\slower_car_ahead_racing_player,4_male.wav,"macchina lenta davanti, nostro giro, gareggia con noi, niente bandiera blu","macchina lenta davanti, nostro giro, gareggia con noi, niente bandiera blu"
\voice\multiclass\slower_car_ahead_racing_player,5_male.wav,"macchina lenta davanti, gareggia con noi per posizione, niente bandiera blu","macchina lenta davanti, gareggia con noi per posizione, niente bandiera blu"
\voice\multiclass\slower_car_ahead_racing_player,6_male.wav,"macchina lenta davanti, gareggia con noi per posizione, niente bandiera blu","macchina lenta davanti, gareggia con noi per posizione, niente bandiera blu"
\voice\penalties\penalty_three_laps_left,1.wav,hai tre giri per scontare questa penalita',hai tre giri per scontare questa penalita'
\voice\penalties\penalty_three_laps_left,2.wav,devi rientrare per questa penalita' nei prossimi tre giri,devi rientrare per questa penalita' nei prossimi tre giri
\voice\penalties\penalty_three_laps_left,3.wav,hai tre giri per scontare questa penalita',hai tre giri per scontare questa penalita'
\voice\penalties\penalty_two_laps_left,1.wav,abbiamo due giri rimasti per rientrare e scontare questa penalita',abbiamo due giri rimasti per rientrare e scontare questa penalita'
\voice\penalties\penalty_two_laps_left,2.wav,dobbiamo rientrare per questa penalita' nei prossimi due giri,dobbiamo rientrare per questa penalita' nei prossimi due giri
\voice\penalties\penalty_two_laps_left,3.wav,abbiamo due giri per rientrare per questa penalita',abbiamo due giri per rientrare per questa penalita'
\voice\penalties\penalty_two_laps_left,4.wav,rientra per scontare questa penalita' nei prossimi due giri,rientra per scontare questa penalita' nei prossimi due giri
\voice\push_now\pits_exit_traffic_behind,1.wav,"c'e' una macchina dietro, fai attenzione rientrando in pista","c'e' una macchina dietro, fai attenzione rientrando in pista"
\voice\race_time\five_minutes_left_podium,2.wav,"cinque minuti alla fine, sei in buona posizione per il podio","cinque minuti alla fine, sei in buona posizione per il podio"
\voice\race_time\five_minutes_left_podium,3.wav,"cinque minuti alla fine, ottimo, saremo sul podio se teniamo duro","cinque minuti alla fine, ottimo, saremo sul podio se teniamo duro"
\voice\race_time\half_way,op_prefix_ok_6.wav,siamo a meta',siamo a meta'
\voice\race_time\ten_minutes_left,3.wav,"hai dieci minuti rimasti, dieci minuti alla fine","hai dieci minuti rimasti, dieci minuti alla fine"
\voice\race_time\twenty_minutes_left,2.wav,"venti minuti rimasti, hai venti minuti rimasti","venti minuti rimasti, hai venti minuti rimasti"
\voice\tyre_monitor\cold_brakes_all_round,6.wav,hai i freni freddi su tutto,hai i freni freddi su tutto
\voice\tyre_monitor\cold_tyres_all_round,1.wav,gomme fredde su tutto,gomme fredde su tutto
\voice\tyre_monitor\cold_tyres_all_round,3.wav,"vai piano, hai le gomme fredde","vai piano, hai le gomme fredde"
\voice\tyre_monitor\good_wear,2.wav,non vediamo usura significativa delle gomme,non vediamo usura significativa delle gomme
\voice\tyre_monitor\good_wear_general,2.wav,non vediamo usura significativa delle gomme,non vediamo usura significativa delle gomme
\voice\tyre_monitor\minor_wear_all_round,1.wav,stiamo vedendo usura leggera su tutto,stiamo vedendo usura leggera su tutto
\voice\tyre_monitor\worn_all_round,2.wav,hai usura significativa delle gomme su tutto,hai usura significativa delle gomme su tutto
