audio_path,audio_filename,subtitle,text_for_tts
\voice\timings\opponent_behind_has_below_average_reputation,7_male.wav,quello dietro non gareggia molto pulito,quello dietro non gareggia molto pulito
\voice\tyre_monitor\cooking_left_front_tyre,1.wav,stai cuocendo le tue gomma anteriore sinistra,stai cuocendo le tue gomma anteriore sinistra
\voice\tyre_monitor\cooking_left_rear_tyre,1.wav,stai cuocendo le tue gomma posteriore sinistra,stai cuocendo le tue gomma posteriore sinistra
\voice\tyre_monitor\cooking_left_rear_tyre,3.wav,la tua posteriore sinistra's stai surriscaldando,la tua posteriore sinistra's stai surriscaldando
\voice\tyre_monitor\cooking_rear_brakes,1.wav,"i tuoi freni posteriori si sono surriscaldati, sono davvero caldi","i tuoi freni posteriori si sono surriscaldati, sono davvero caldi"
\voice\tyre_monitor\cooking_right_front_tyre,1.wav,stai cuocendo le tue gomma anteriore destra,stai cuocendo le tue gomma anteriore destra
\voice\tyre_monitor\cooking_right_rear_tyre,1.wav,stai cuocendo le tue gomma posteriore destra,stai cuocendo le tue gomma posteriore destra
\voice\tyre_monitor\damage_to_left_front_tyre,1.wav,hai danneggiato la tua gomma anteriore sinistra,hai danneggiato la tua gomma anteriore sinistra
\voice\tyre_monitor\damage_to_left_front_tyre,2.wav,hai danneggiato la tua gomma anteriore sinistra,hai danneggiato la tua gomma anteriore sinistra
\voice\tyre_monitor\damage_to_left_front_tyre,3.wav,hai danneggiato la tua gomma anteriore sinistra,hai danneggiato la tua gomma anteriore sinistra
\voice\tyre_monitor\damage_to_left_rear_tyre,1.wav,hai danneggiato la tua gomma posteriore sinistra,hai danneggiato la tua gomma posteriore sinistra
\voice\tyre_monitor\damage_to_left_rear_tyre,2.wav,hai danneggiato la tua gomma posteriore sinistra,hai danneggiato la tua gomma posteriore sinistra
\voice\tyre_monitor\damage_to_left_rear_tyre,3.wav,hai danneggiato la tua gomma posteriore sinistra,hai danneggiato la tua gomma posteriore sinistra
\voice\tyre_monitor\damage_to_right_front_tyre,1.wav,hai danneggiato la tua gomma anteriore destra,hai danneggiato la tua gomma anteriore destra
\voice\tyre_monitor\damage_to_right_front_tyre,2.wav,hai danneggiato la tua gomma anteriore destra,hai danneggiato la tua gomma anteriore destra
\voice\tyre_monitor\damage_to_right_front_tyre,3.wav,hai danneggiato la tua gomma anteriore destra,hai danneggiato la tua gomma anteriore destra
\voice\tyre_monitor\damage_to_right_rear_tyre,1.wav,hai danneggiato la tua gomma posteriore destra,hai danneggiato la tua gomma posteriore destra
\voice\tyre_monitor\damage_to_right_rear_tyre,2.wav,hai danneggiato la tua gomma posteriore destra,hai danneggiato la tua gomma posteriore destra
\voice\tyre_monitor\damage_to_right_rear_tyre,3.wav,hai danneggiato la tua gomma posteriore destra,hai danneggiato la tua gomma posteriore destra
\voice\tyre_monitor\good_wear,1.wav,il tuo gomma usura sembra a posto,il tuo gomma usura sembra a posto
\voice\tyre_monitor\good_wear_general,1.wav,il tuo gomma usura sembra a posto,il tuo gomma usura sembra a posto
\voice\tyre_monitor\knackered_all_round,1.wav,serviranno gomme nuove su tutte e quattro,serviranno gomme nuove su tutte e quattro
\voice\tyre_monitor\knackered_left_front,2.wav,la tua gomma anteriore sinistra sembra distrutta,la tua gomma anteriore sinistra sembra distrutta
\voice\tyre_monitor\knackered_right_front,2.wav,"that anteriore destra's gone,","that anteriore destra's gone,"
\voice\tyre_monitor\knackered_right_rear,3.wav,la tua posteriore destra's completamente consumata,la tua posteriore destra's completamente consumata
\voice\tyre_monitor\left_front_pressure_very_high,1.wav,la tua anteriore sinistra la pressione sembra molto alta,la tua anteriore sinistra la pressione sembra molto alta
\voice\tyre_monitor\left_front_pressure_very_low,5.wav,la tua anteriore sinistra la pressione sembra molto bassa,la tua anteriore sinistra la pressione sembra molto bassa
\voice\tyre_monitor\locking_fronts_lap_warning,2.wav,locking il tuo front freni,locking il tuo front freni
\voice\tyre_monitor\locking_rears_lap_warning,2.wav,stiamo vedendo molti bloccaggi del freno posteriore,stiamo vedendo molti bloccaggi del freno posteriore
\voice\tyre_monitor\spinning_left_rear_corner_warning,3.wav,stiamo vedendo posteriore sinistra pattinamento in,stiamo vedendo posteriore sinistra pattinamento in
\voice\tyre_monitor\spinning_right_rear_lap_warning,2.wav,spinning il tuo rear right gomma,spinning il tuo rear right gomma
\voice\tyre_monitor\worn_right_rear,3.wav,"attenzione alla tua gomma posteriore destra, sembra piuttosto consumata","attenzione alla tua gomma posteriore destra, sembra piuttosto consumata"
\personalisations\YOUR_NAME\prefixes_and_suffixes\well_done,3.wav,"bravo, your_name","bravo, your_name"
\personalisations\YOUR_NAME\prefixes_and_suffixes\well_done,7.wav,"ottimo lavoro, your_name","ottimo lavoro, your_name"
\personalisations\YOUR_NAME\prefixes_and_suffixes\well_done,8.wav,"bravo, your_name","bravo, your_name"
\personalisations\YOUR_NAME\prefixes_and_suffixes\well_done,9.wav,"ottimo lavoro, your_name","ottimo lavoro, your_name"
\composite_personalisation_stubs\well_done,1.wav,bravo,bravo
\composite_personalisation_stubs\well_done,2.wav,ottimo lavoro,ottimo lavoro
