audio_path,audio_filename,subtitle,text_for_tts
\voice\timings\opponent_ahead_has_below_average_reputation,6.wav,"il pilota davanti non e' sempre corretto, occhio","il pilota davanti non e' sempre corretto, occhio"
\voice\timings\opponent_ahead_has_below_average_reputation,7.wav,"quello davanti a volte esagera, stai attento","quello davanti a volte esagera, stai attento"
\voice\timings\opponent_ahead_has_below_average_reputation,8.wav,"attenzione davanti, non e' il piu' regolare","attenzione davanti, non e' il piu' regolare"
\voice\timings\opponent_ahead_has_below_average_reputation,9.wav,"quello davanti ha una guida un po' sporca","quello davanti ha una guida un po' sporca"
\voice\timings\opponent_ahead_has_below_average_reputation,10.wav,"occhio a quello davanti, non e' sempre fair","occhio a quello davanti, non e' sempre corretto"
\voice\timings\opponent_ahead_has_below_average_reputation,11.wav,"il pilota davanti non e' dei piu' corretti","il pilota davanti non e' dei piu' corretti"
\voice\timings\opponent_ahead_has_below_average_reputation,12.wav,"prudenza con quello davanti, a volte chiude","prudenza con quello davanti, a volte chiude"
\voice\timings\opponent_ahead_has_below_average_reputation,13.wav,"quello davanti non ha la guida piu' pulita","quello davanti non ha la guida piu' pulita"
\voice\timings\opponent_behind_has_below_average_reputation,5.wav,"quello dietro non e' sempre corretto, attenzione","quello dietro non e' sempre corretto, attenzione"
\voice\timings\opponent_behind_has_below_average_reputation,6.wav,"il pilota dietro non e' il piu' pulito, occhio","il pilota dietro non e' il piu' pulito, occhio"
\voice\timings\opponent_behind_has_below_average_reputation,7.wav,"quello dietro a volte esagera, stai attento","quello dietro a volte esagera, stai attento"
\voice\timings\opponent_behind_has_below_average_reputation,8.wav,"attenzione dietro, non e' il piu' regolare","attenzione dietro, non e' il piu' regolare"
\voice\timings\opponent_behind_has_below_average_reputation,9.wav,"quello dietro ha una guida un po' sporca","quello dietro ha una guida un po' sporca"
\voice\timings\opponent_behind_has_below_average_reputation,10.wav,"occhio a quello dietro, non e' sempre corretto","occhio a quello dietro, non e' sempre corretto"
\voice\timings\opponent_behind_has_below_average_reputation,11.wav,"il pilota dietro non e' dei piu' corretti","il pilota dietro non e' dei piu' corretti"
\voice\timings\opponent_behind_has_below_average_reputation,12.wav,"prudenza con quello dietro, a volte spinge troppo","prudenza con quello dietro, a volte spinge troppo"
\voice\timings\opponent_behind_has_below_average_reputation,13.wav,"quello dietro non ha la guida piu' pulita","quello dietro non ha la guida piu' pulita"
\voice\position\p22,1.wav,posizione ventidue,posizione ventidue
\voice\position\p25,1.wav,posizione venticinque,posizione venticinque
\voice\position\p26,1.wav,posizione ventisei,posizione ventisei
\voice\position\p27,1.wav,posizione ventisette,posizione ventisette
\voice\position\p28,1.wav,posizione ventotto,posizione ventotto
\voice\position\p29,1.wav,posizione ventinove,posizione ventinove
\voice\position\p30,1.wav,posizione trenta,posizione trenta
\voice\position\p31,1.wav,posizione trentuno,posizione trentuno
\voice\position\p32,1.wav,posizione trentadue,posizione trentadue
\voice\position\p33,1.wav,posizione trentatre',posizione trentatre'
\voice\position\p34,1.wav,posizione trentaquattro,posizione trentaquattro
\voice\position\p35,1.wav,posizione trentacinque,posizione trentacinque
\voice\position\p36,1.wav,posizione trentasei,posizione trentasei
\voice\position\p37,1.wav,posizione trentasette,posizione trentasette
\voice\position\p38,1.wav,posizione trentotto,posizione trentotto
\voice\position\p39,1.wav,posizione trentanove,posizione trentanove
\voice\position\p40,1.wav,posizione quaranta,posizione quaranta
\voice\position\p41,1.wav,posizione quarantuno,posizione quarantuno
\voice\position\p42,1.wav,posizione quarantadue,posizione quarantadue
\voice\position\p43,1.wav,posizione quarantatre',posizione quarantatre'
\voice\position\p44,1.wav,posizione quarantaquattro,posizione quarantaquattro
\voice\position\p45,1.wav,posizione quarantacinque,posizione quarantacinque
\voice\position\p46,1.wav,posizione quarantasei,posizione quarantasei
\voice\position\p47,1.wav,posizione quarantasette,posizione quarantasette
\voice\position\p48,1.wav,posizione quarantotto,posizione quarantotto
\voice\position\p49,1.wav,posizione quarantanove,posizione quarantanove
\voice\position\p50,1.wav,posizione cinquanta,posizione cinquanta
\voice\position\p51,1.wav,posizione cinquantuno,posizione cinquantuno
\voice\position\p52,1.wav,posizione cinquantadue,posizione cinquantadue
\voice\position\p53,1.wav,posizione cinquantatre',posizione cinquantatre'
\voice\position\p54,1.wav,posizione cinquantaquattro,posizione cinquantaquattro
\voice\position\p55,1.wav,posizione cinquantacinque,posizione cinquantacinque
\voice\position\p56,1.wav,posizione cinquantasei,posizione cinquantasei
\voice\rejoining\rejoin_clear,4.wav,"pista libera, puoi rientrare","pista libera, puoi rientrare"
\voice\rejoining\rejoin_clear,5.wav,"via libera, rientra in pista","via libera, rientra in pista"
\voice\rejoining\rejoin_clear,6.wav,"tutto libero, vai","tutto libero, vai"
\voice\rejoining\rejoin_clear,7.wav,"nessuno in arrivo, rientra","nessuno in arrivo, rientra"
\voice\rejoining\rejoin_clear,8.wav,"puoi rientrare, pista libera","puoi rientrare, pista libera"
\voice\rejoining\rejoin_clear,9.wav,"e' libero, esci adesso","e' libero, esci adesso"
\voice\rejoining\rejoin_clear,10.wav,"rientra ora, via libera","rientra ora, via libera"
\voice\rejoining\rejoin_wait,4.wav,"aspetta, c'e' traffico","aspetta, c'e' traffico"
\voice\rejoining\rejoin_wait,5.wav,"non rientrare ancora, aspetta","non rientrare ancora, aspetta"
\voice\rejoining\rejoin_wait,6.wav,"ferma, sta arrivando qualcuno","ferma, sta arrivando qualcuno"
\voice\rejoining\rejoin_wait,7.wav,"aspetta prima di rientrare","aspetta prima di rientrare"
\voice\rejoining\rejoin_wait,8.wav,"non uscire adesso, aspetta","non uscire adesso, aspetta"
\voice\rejoining\rejoin_wait,9.wav,"traffico in arrivo, resta fermo","traffico in arrivo, resta fermo"
\voice\rejoining\rejoin_wait,10.wav,"aspetta il passaggio, poi rientri","aspetta il passaggio, poi rientri"
\voice\rejoining\rejoin_wait,11.wav,"non adesso, aspetta che passino","non adesso, aspetta che passino"
\voice\lap_times\personal_best,2.wav,miglior tempo personale!,miglior tempo personale!
\voice\push_now\push_to_improve,1_prefix_come_on.wav,dai spingi per migliorare,dai spingi per migliorare
\voice\push_now\push_to_improve,3_suffix_come_on.wav,spingi per migliorare dai,spingi per migliorare dai
\voice\mandatory_pit_stops\no_pit_timings_unreliable_fuel_estimates,3.wav,stime benzina non affidabili,stime benzina non affidabili
\voice\mandatory_pit_stops\no_pit_timings_unreliable_position_estimates,3.wav,stime posizione non affidabili,stime posizione non affidabili
\voice\engine_monitor\all_clear,4.wav,motore tutto a posto,motore tutto a posto
